2019,CASENUM,Fatality,DUI_Vio,Speed_Vio,Restraint_Vio,Pandemic,Urban,Rollover,SurfaceCond,MONTH
2019,201901289404,0,0,0,0,0,1,0,1,2
2019,201901289412,0,0,0,0,0,1,0,1,2
2019,201901289427,0,0,0,0,0,1,0,1,2
2019,201901289441,0,0,0,0,0,1,0,0,2
2019,201901289443,0,0,0,0,0,1,0,0,2
2019,201901289447,0,0,0,0,0,1,0,1,2
2019,201901289449,0,0,0,0,0,1,0,1,2
2019,201901289452,0,0,0,0,0,1,0,0,2
2019,201901289454,0,0,0,0,0,1,0,0,1
2019,201901289456,0,0,0,0,0,1,0,0,1
2019,201901289460,0,0,0,0,0,1,0,0,2
2019,201901289465,0,0,0,0,0,1,0,1,2
2019,201901289472,0,0,0,0,0,1,0,1,2
2019,201901289478,0,0,0,0,0,1,0,0,2
2019,201901289483,0,0,0,0,0,1,0,1,2
2019,201901289492,0,0,0,0,0,1,0,1,2
2019,201901289497,0,0,0,0,0,1,0,1,2
2019,201901289499,0,0,0,0,0,1,0,1,2
2019,201901289501,0,0,0,0,0,1,0,1,2
2019,201901289532,0,0,0,0,0,1,0,0,1
2019,201901289540,0,0,0,0,0,1,0,0,1
2019,201901289554,0,0,0,0,0,1,0,1,1
2019,201901289568,0,0,0,0,0,1,0,0,2
2019,201901289572,0,0,0,0,0,1,0,0,2
2019,201901289589,0,0,0,0,0,1,0,0,2
2019,201901289594,0,0,0,0,0,1,0,0,1
2019,201901289596,0,0,1,0,0,1,0,0,1
2019,201901289612,0,0,0,0,0,1,0,0,1
2019,201901289617,0,0,0,0,0,1,0,0,1
2019,201901289645,0,0,0,0,0,1,0,0,1
2019,201901289646,0,0,0,0,0,1,0,1,1
2019,201901289651,0,0,0,0,0,1,0,0,1
2019,201901289672,0,0,0,0,0,1,0,1,1
2019,201901289701,0,0,0,0,0,1,0,0,1
2019,201901289706,0,0,0,0,0,1,0,0,2
2019,201901289712,0,0,0,0,0,0,0,1,2
2019,201901289714,0,0,0,0,0,0,0,1,2
2019,201901289716,0,1,1,0,0,0,0,1,2
2019,201901289720,0,0,0,0,0,0,0,1,2
2019,201901289723,0,0,0,0,0,0,0,1,2
2019,201901289731,0,0,0,0,0,0,0,0,2
2019,201901289754,0,0,0,0,0,1,0,0,1
2019,201901289764,0,0,1,0,0,1,0,0,1
2019,201901289782,0,0,0,0,0,1,0,1,2
2019,201901289783,0,0,0,0,0,1,0,0,2
2019,201901289794,0,0,0,0,0,1,0,1,2
2019,201901289813,0,0,0,0,0,1,0,0,2
2019,201901289815,0,0,0,0,0,1,0,0,2
2019,201901290034,0,0,0,0,0,1,0,0,2
2019,201901290112,0,0,0,0,0,1,0,0,2
2019,201901290162,0,0,0,0,0,1,0,0,2
2019,201901290164,0,0,0,0,0,1,0,0,2
2019,201901290237,0,0,0,0,0,1,0,0,2
2019,201901290248,0,0,0,0,0,1,0,0,2
2019,201901290253,1,0,0,0,0,1,1,1,2
2019,201901290254,0,0,0,0,0,1,0,0,2
2019,201901290257,0,0,0,0,0,1,0,1,2
2019,201901290275,0,0,0,0,0,1,0,0,2
2019,201901290307,0,0,0,0,0,1,0,0,2
2019,201901290357,0,0,0,0,0,1,0,0,2
2019,201901290365,0,0,0,0,0,1,0,0,2
2019,201901290398,0,0,0,0,0,1,0,0,2
2019,201901290440,0,0,0,0,0,1,0,1,2
2019,201901290453,0,0,0,0,0,1,0,1,2
2019,201901290471,0,0,1,0,0,1,0,1,2
2019,201901290475,0,0,0,0,0,0,0,0,2
2019,201901290478,0,0,0,0,0,0,1,1,2
2019,201901290481,0,0,0,0,0,0,0,1,2
2019,201901290517,0,0,0,0,0,1,0,0,2
2019,201901290559,0,0,0,0,0,1,0,0,2
2019,201901290623,0,0,0,0,0,1,0,1,2
2019,201901290659,0,0,0,0,0,1,0,1,2
2019,201901290662,0,1,0,0,0,1,0,0,2
2019,201901290681,0,0,0,0,0,1,0,0,2
2019,201901290691,0,0,0,0,0,1,0,1,1
2019,201901290711,0,0,0,0,0,1,0,0,1
2019,201901290714,0,0,0,0,0,0,0,1,1
2019,201901290715,0,0,0,0,0,1,0,1,1
2019,201901290716,0,0,0,0,0,1,0,1,1
2019,201901290745,0,0,0,0,0,1,0,0,1
2019,201901290753,0,0,0,0,0,1,0,0,1
2019,201901290782,1,0,0,0,0,1,0,0,1
2019,201901290797,0,0,0,0,0,1,0,1,1
2019,201901290802,0,0,0,0,0,1,0,0,1
2019,201901290815,0,0,0,0,0,0,0,1,1
2019,201901290828,0,0,0,0,0,0,0,0,1
2019,201901290835,0,0,0,0,0,1,0,0,1
2019,201901290865,0,0,0,0,0,1,0,0,1
2019,201901290867,0,0,0,0,0,0,0,1,1
2019,201901290883,0,0,0,0,0,0,0,1,1
2019,201901290893,0,0,0,0,0,1,0,1,2
2019,201901290899,0,0,0,0,0,0,0,0,1
2019,201901290900,0,0,0,0,0,0,0,0,1
2019,201901290907,0,0,0,0,0,1,0,1,2
2019,201901290909,0,0,0,0,0,1,0,1,2
2019,201901290935,0,0,0,0,0,1,0,0,2
2019,201901290960,0,0,0,0,0,1,0,0,2
2019,201901290967,0,0,0,0,0,1,0,1,1
2019,201901290978,1,0,0,0,0,0,0,0,1
2019,201901290995,0,0,0,0,0,1,0,0,1
2019,201901291019,0,0,0,0,0,1,0,0,2
2019,201901291023,1,0,0,0,0,0,0,0,1
2019,201901291031,0,0,0,0,0,0,0,0,1
2019,201901291052,0,0,0,0,0,0,0,1,1
2019,201901291061,0,0,0,0,0,0,0,0,1
2019,201901291062,0,0,0,0,0,0,0,0,1
2019,201901291075,0,0,0,0,0,0,0,1,1
2019,201901291095,0,1,0,1,0,0,0,0,1
2019,201901291110,0,0,0,0,0,1,0,0,1
2019,201901291126,0,0,0,0,0,1,0,0,1
2019,201901291128,0,0,0,0,0,1,0,0,1
2019,201901291134,0,0,0,0,0,1,0,0,2
2019,201901291143,0,0,0,0,0,1,0,0,1
2019,201901291150,0,0,1,0,0,1,0,0,1
2019,201901291168,0,0,0,0,0,1,0,1,1
2019,201901291171,0,0,0,0,0,0,0,1,1
2019,201901291172,0,0,0,0,0,1,0,0,1
2019,201901291175,1,0,0,0,0,1,0,0,1
2019,201901291200,0,0,0,0,0,1,0,0,1
2019,201901291211,0,0,0,0,0,0,0,0,1
2019,201901291222,0,0,0,0,0,1,0,0,1
2019,201901291227,0,0,0,0,0,1,0,0,1
2019,201901291242,0,0,0,0,0,0,0,1,1
2019,201901291244,0,0,0,0,0,1,0,0,1
2019,201901291275,0,0,0,0,0,1,0,1,1
2019,201901291276,0,0,0,0,0,1,0,0,1
2019,201901291288,0,0,0,0,0,1,0,0,1
2019,201901291295,0,0,0,0,0,1,0,0,1
2019,201901291302,0,0,0,0,0,1,0,0,1
2019,201901291305,0,0,0,0,0,1,0,1,1
2019,201901291311,0,0,0,0,0,1,0,0,1
2019,201901291325,0,0,0,0,0,0,0,0,1
2019,201901291326,0,0,0,0,0,0,0,1,1
2019,201901291358,0,0,0,0,0,1,0,0,1
2019,201901291360,0,1,0,0,0,1,0,0,1
2019,201901291366,0,0,0,0,0,1,0,0,1
2019,201901291370,0,0,0,0,0,1,0,1,1
2019,201901291375,0,0,0,0,0,1,0,0,1
2019,201901291377,0,0,0,0,0,1,0,0,1
2019,201901291407,0,0,0,0,0,1,0,0,1
2019,201901291476,0,0,0,0,0,0,0,1,2
2019,201901291477,0,0,0,0,0,0,0,0,2
2019,201901291479,0,0,0,0,0,0,0,0,2
2019,201901291495,0,0,0,0,0,0,0,0,2
2019,201901291501,0,0,0,0,0,0,0,0,2
2019,201901291504,0,0,1,0,0,0,0,1,2
2019,201901291505,0,0,0,0,0,0,0,0,2
2019,201901291513,0,1,0,0,0,0,0,0,2
2019,201901291517,0,0,0,0,0,0,0,0,2
2019,201901291518,0,0,1,0,0,0,0,0,2
2019,201901291552,0,0,0,0,0,1,0,1,2
2019,201901291643,0,0,0,0,0,1,0,0,2
2019,201901291662,0,0,0,0,0,1,0,1,2
2019,201901291772,0,0,0,0,0,1,0,1,2
2019,201901291883,0,0,0,0,0,1,0,0,2
2019,201901291942,0,0,0,0,0,1,0,0,2
2019,201901292026,0,0,0,0,0,0,0,1,2
2019,201901292063,0,0,0,0,0,1,0,1,2
2019,201901292073,0,0,0,0,0,1,0,0,2
2019,201901292120,0,0,0,0,0,1,0,0,2
2019,201901292121,0,0,0,0,0,1,0,0,2
2019,201901292128,0,0,0,0,0,1,0,0,2
2019,201901292142,0,0,0,0,0,1,0,1,2
2019,201901292146,0,0,0,0,0,1,0,0,2
2019,201901292147,0,0,0,0,0,1,1,0,2
2019,201901292148,0,0,0,0,0,1,0,0,2
2019,201901292264,0,0,0,0,0,1,0,1,2
2019,201901292273,0,0,0,0,0,1,1,0,2
2019,201901292434,0,0,0,0,0,1,0,0,2
2019,201901292453,0,0,0,0,0,1,0,0,2
2019,201901292553,0,0,0,0,0,1,0,0,2
2019,201901292635,0,0,0,0,0,1,0,0,2
2019,201901292695,0,0,0,0,0,1,1,0,2
2019,201901292736,0,0,0,0,0,1,0,1,2
2019,201901292765,0,0,0,0,0,1,0,0,2
2019,201901292795,0,0,0,0,0,1,0,0,2
2019,201901292897,0,0,0,0,0,1,0,0,2
2019,201901292906,0,0,0,0,0,1,0,0,1
2019,201901292986,0,0,0,0,0,1,0,0,2
2019,201901293026,0,0,0,0,0,1,0,0,2
2019,201901293052,0,0,0,0,0,0,0,1,2
2019,201901293061,1,0,0,0,0,0,0,1,2
2019,201901293063,0,0,0,0,0,0,0,0,2
2019,201901293066,0,0,0,0,0,0,0,1,2
2019,201901293068,0,0,0,0,0,0,0,1,2
2019,201901293114,0,0,0,0,0,1,0,0,2
2019,201901293123,0,0,0,0,0,1,0,0,2
2019,201901293142,0,0,0,0,0,1,0,1,2
2019,201901293164,0,0,0,0,0,1,0,0,2
2019,201901293211,0,0,0,0,0,1,0,0,2
2019,201901293228,0,0,0,0,0,1,0,1,2
2019,201901293240,0,0,0,0,0,1,1,1,2
2019,201901293257,0,0,0,0,0,1,0,1,2
2019,201901293283,0,0,0,0,0,1,0,1,2
2019,201901293290,0,0,0,0,0,0,0,0,2
2019,201901293293,0,0,0,0,0,0,0,0,2
2019,201901293297,0,0,0,0,0,0,0,0,2
2019,201901293298,0,0,0,0,0,0,0,0,2
2019,201901293301,1,0,0,0,0,0,0,0,2
2019,201901293304,0,0,0,0,0,0,0,1,2
2019,201901293311,0,0,0,0,0,0,0,0,2
2019,201901293321,0,0,0,0,0,0,0,1,2
2019,201901293326,0,0,0,0,0,1,0,0,1
2019,201901293336,0,0,0,0,0,1,0,0,2
2019,201901293356,0,0,0,0,0,1,0,0,2
2019,201901293366,0,0,0,0,0,1,0,0,2
2019,201901293368,1,0,0,0,0,1,0,0,2
2019,201901293462,0,0,0,0,0,1,0,0,2
2019,201901293470,0,0,0,0,0,1,0,1,2
2019,201901293514,0,0,0,0,0,1,0,0,2
2019,201901293526,0,0,0,0,0,1,0,0,1
2019,201901293534,0,0,0,0,0,1,0,0,1
2019,201901293544,0,0,0,0,0,1,0,0,1
2019,201901293547,0,0,0,0,0,1,0,0,1
2019,201901293557,0,0,0,0,0,1,0,0,1
2019,201901293565,0,0,0,0,0,1,0,1,1
2019,201901293570,0,0,0,0,0,1,0,0,1
2019,201901293588,0,0,0,0,0,1,0,0,1
2019,201901293591,0,0,0,0,0,1,0,0,1
2019,201901293595,0,0,0,0,0,1,0,0,1
2019,201901293597,0,0,1,0,0,0,0,1,1
2019,201901293610,0,0,0,0,0,1,0,0,1
2019,201901293612,0,0,0,0,0,1,0,0,1
2019,201901293628,0,0,0,0,0,1,0,0,1
2019,201901293635,0,0,0,0,0,1,0,0,1
2019,201901293636,0,0,0,0,0,1,0,0,1
2019,201901293637,0,0,0,0,0,0,0,0,1
2019,201901293648,0,0,0,0,0,1,0,0,1
2019,201901293649,0,0,0,0,0,1,0,0,1
2019,201901293650,0,0,0,0,0,1,0,1,1
2019,201901293688,0,0,0,0,0,1,0,0,1
2019,201901293691,0,0,0,0,0,1,0,0,1
2019,201901293698,0,0,0,0,0,1,0,0,1
2019,201901293747,0,0,0,0,0,1,0,0,1
2019,201901293748,0,0,0,0,0,1,0,0,1
2019,201901293756,0,0,0,0,0,1,0,0,1
2019,201901293789,0,0,0,0,0,1,0,1,2
2019,201901293800,0,0,0,0,0,1,0,0,2
2019,201901293831,0,0,0,0,0,1,0,0,1
2019,201901293849,0,0,0,0,0,0,0,1,1
2019,201901293867,0,0,0,0,0,1,0,0,1
2019,201901293883,0,0,0,0,0,1,0,0,2
2019,201901293886,0,0,0,0,0,1,0,1,1
2019,201901293890,0,0,0,0,0,0,1,0,1
2019,201901293913,0,0,0,0,0,0,0,1,1
2019,201901293918,0,0,0,0,0,1,0,0,2
2019,201901293922,0,0,0,0,0,1,0,0,1
2019,201901293940,0,0,0,0,0,1,0,1,2
2019,201901293971,0,0,0,0,0,0,0,0,1
2019,201901293988,0,0,0,0,0,1,0,0,1
2019,201901294037,0,0,0,0,0,0,0,0,1
2019,201901294054,0,0,0,0,0,1,0,0,1
2019,201901294071,0,0,0,0,0,1,0,0,1
2019,201901294074,0,0,0,0,0,1,0,0,1
2019,201901294094,0,0,0,0,0,1,0,0,1
2019,201901294105,0,0,0,0,0,1,0,0,1
2019,201901294127,0,0,0,0,0,0,0,1,1
2019,201901294133,0,0,0,0,0,0,0,1,1
2019,201901294138,0,0,0,0,0,1,0,0,1
2019,201901294143,0,0,0,0,0,1,0,0,1
2019,201901294159,0,0,0,0,0,1,0,0,1
2019,201901294165,0,0,0,0,0,0,1,1,1
2019,201901294192,0,0,0,0,0,1,0,1,1
2019,201901294195,0,0,0,0,0,1,0,0,1
2019,201901294197,0,0,0,0,0,1,0,0,1
2019,201901294199,0,0,0,0,0,1,0,0,1
2019,201901294201,1,0,0,0,0,0,0,1,1
2019,201901294203,0,0,0,0,0,1,0,0,1
2019,201901294204,0,1,1,1,0,0,0,0,1
2019,201901294226,0,0,0,0,0,1,0,0,1
2019,201901294228,0,0,0,1,0,0,0,0,1
2019,201901294230,0,0,0,0,0,0,0,0,1
2019,201901294236,0,0,0,0,0,0,0,0,1
2019,201901294237,0,0,0,0,0,1,0,0,1
2019,201901294245,0,0,0,0,0,1,0,0,1
2019,201901294251,0,0,0,0,0,0,0,0,1
2019,201901294252,0,0,0,0,0,1,0,0,1
2019,201901294263,0,0,0,0,0,1,0,0,2
2019,201901294285,0,0,0,0,0,1,0,0,1
2019,201901294287,0,0,0,0,0,1,0,0,1
2019,201901294294,0,0,0,0,0,1,0,0,1
2019,201901294298,0,0,0,0,0,1,0,0,1
2019,201901294299,0,0,0,0,0,1,0,0,1
2019,201901294303,0,0,0,0,0,1,0,1,1
2019,201901294307,0,0,0,0,0,1,0,1,1
2019,201901294310,0,0,0,0,0,1,0,0,1
2019,201901294338,0,0,0,0,0,0,0,1,1
2019,201901294367,0,0,0,0,0,1,0,0,1
2019,201901294416,0,0,0,0,0,1,0,0,1
2019,201901294471,0,0,0,1,0,0,0,0,1
2019,201901294473,0,0,0,0,0,0,1,0,1
2019,201901294476,0,0,1,0,0,0,0,1,1
2019,201901294477,0,0,0,0,0,0,0,0,1
2019,201901294544,0,0,0,0,0,0,0,0,1
2019,201901294554,0,0,0,0,0,0,0,1,2
2019,201901294557,0,0,0,0,0,0,0,0,2
2019,201901294631,0,0,0,0,0,1,0,0,2
2019,201901294651,0,0,0,0,0,1,0,0,2
2019,201901294660,0,1,0,0,0,1,0,0,2
2019,201901294691,0,0,0,0,0,1,0,0,2
2019,201901294760,0,0,0,0,0,1,0,1,2
2019,201901294799,0,0,0,0,0,1,0,0,1
2019,201901294810,0,0,0,0,0,1,0,0,2
2019,201901294822,0,0,0,0,0,1,0,0,2
2019,201901294825,0,0,0,0,0,1,0,0,2
2019,201901294833,0,0,0,0,0,1,0,1,2
2019,201901294892,0,0,1,0,0,1,0,1,1
2019,201901294899,0,0,0,0,0,1,0,0,2
2019,201901294902,0,0,1,0,0,0,1,1,1
2019,201901294903,1,0,0,0,0,0,1,0,1
2019,201901294940,0,1,0,0,0,1,0,1,2
2019,201901294973,0,1,0,0,0,1,0,1,2
2019,201901295031,0,0,0,0,0,1,0,0,2
2019,201901295032,0,0,0,0,0,1,0,0,2
2019,201901295033,0,1,0,0,0,1,0,0,2
2019,201901295121,0,0,0,0,0,1,0,0,2
2019,201901295186,0,0,0,0,0,1,0,0,2
2019,201901295201,0,0,0,0,0,0,0,1,2
2019,201901295269,0,0,0,0,0,1,0,0,2
2019,201901295330,0,0,0,0,0,1,0,0,2
2019,201901295420,0,0,0,0,0,1,0,0,2
2019,201901295569,0,0,0,0,0,1,0,0,2
2019,201901295650,0,0,0,0,0,1,0,0,2
2019,201901295659,0,0,0,0,0,1,1,0,2
2019,201901295660,0,0,0,0,0,1,0,0,2
2019,201901295757,0,0,0,0,0,1,0,0,2
2019,201901295758,0,0,0,0,0,1,0,0,2
2019,201901295868,0,0,0,0,0,1,0,0,2
2019,201901295899,0,0,0,0,0,1,0,0,2
2019,201901295959,0,0,0,0,0,1,0,0,2
2019,201901295997,0,0,0,0,0,1,0,0,2
2019,201901296029,0,0,0,0,0,1,0,0,2
2019,201901296088,0,0,0,0,0,0,1,1,2
2019,201901296089,0,0,0,0,0,0,0,1,2
2019,201901296096,0,0,0,0,0,0,0,1,2
2019,201901296097,0,0,1,0,0,0,0,1,2
2019,201901296131,0,0,0,0,0,1,1,1,2
2019,201901296134,0,0,0,0,0,1,0,0,2
2019,201901296138,0,0,0,0,0,1,0,1,2
2019,201901296159,0,0,0,0,0,1,0,0,2
2019,201901296185,0,0,0,0,0,1,0,0,2
2019,201901296189,0,0,0,0,0,1,0,0,2
2019,201901296193,0,0,0,0,0,1,0,1,2
2019,201901296216,0,0,0,0,0,1,0,1,2
2019,201901296252,0,0,0,0,0,1,0,0,2
2019,201901296253,0,0,0,0,0,1,0,0,2
2019,201901296266,0,0,0,0,0,1,0,0,2
2019,201901296334,0,0,0,0,0,1,0,0,2
2019,201901296356,0,0,0,0,0,1,0,0,2
2019,201901296362,0,0,0,0,0,1,0,0,2
2019,201901296376,0,0,0,0,0,1,0,0,2
2019,201901296412,0,0,0,0,0,1,0,0,2
2019,201901296424,0,0,0,0,0,1,0,0,2
2019,201901296465,0,0,0,0,0,0,0,1,2
2019,201901296483,0,0,0,0,0,1,0,0,2
2019,201901296593,0,0,0,0,0,1,0,0,2
2019,201901296612,0,0,0,0,0,1,0,0,2
2019,201901296631,0,0,0,0,0,1,0,0,2
2019,201901296632,0,0,0,0,0,1,0,0,2
2019,201901296692,0,0,0,0,0,1,0,1,2
2019,201901296727,0,0,0,0,0,1,0,1,2
2019,201901296797,0,0,0,0,0,1,0,0,2
2019,201901296823,0,0,0,0,0,1,0,0,1
2019,201901296826,0,0,0,0,0,1,0,0,1
2019,201901296849,0,0,0,0,0,1,0,0,1
2019,201901296862,0,0,1,0,0,1,0,1,1
2019,201901296863,0,0,0,0,0,1,0,0,1
2019,201901296866,0,0,0,0,0,1,0,0,1
2019,201901296893,0,0,0,0,0,1,0,0,1
2019,201901296936,0,0,0,0,0,1,0,0,1
2019,201901296957,0,0,0,0,0,1,0,0,1
2019,201901296965,0,0,0,0,0,1,0,0,2
2019,201901297012,0,0,0,0,0,1,0,1,2
2019,201901297049,0,0,0,0,0,1,0,1,2
2019,201901297054,0,0,0,0,0,1,0,0,2
2019,201901297063,0,0,0,0,0,1,0,1,2
2019,201901297094,0,0,0,0,0,1,0,0,1
2019,201901297117,0,0,0,0,0,1,0,0,1
2019,201901297129,0,0,0,0,0,1,0,0,2
2019,201901297151,0,0,0,0,0,1,0,0,2
2019,201901297153,0,0,0,0,0,1,0,0,1
2019,201901297158,0,0,0,0,0,1,0,1,2
2019,201901297205,0,0,0,0,0,0,0,1,1
2019,201901297209,0,0,0,0,0,0,0,1,1
2019,201901297220,0,0,0,0,0,1,0,1,2
2019,201901297236,0,0,0,0,0,1,0,0,1
2019,201901297251,0,0,0,0,0,1,0,0,1
2019,201901297271,0,0,0,0,0,0,1,1,1
2019,201901297279,0,0,0,0,0,1,0,0,1
2019,201901297295,0,0,0,0,0,0,0,1,1
2019,201901297303,0,0,0,0,0,1,0,0,2
2019,201901297311,0,0,0,0,0,0,0,0,1
2019,201901297351,0,0,0,0,0,1,0,1,1
2019,201901297352,0,0,0,0,0,1,0,1,2
2019,201901297373,0,0,0,0,0,1,0,0,2
2019,201901297401,0,0,0,0,0,0,0,0,1
2019,201901297404,1,0,0,0,0,1,0,0,1
2019,201901297408,0,0,0,0,0,1,0,0,1
2019,201901297411,0,0,0,0,0,1,0,0,1
2019,201901297422,0,0,0,0,0,1,0,0,1
2019,201901297424,0,0,0,0,0,1,0,1,2
2019,201901297427,0,0,0,0,0,1,0,0,1
2019,201901297433,0,0,0,0,0,0,0,0,1
2019,201901297434,0,0,0,0,0,0,0,0,1
2019,201901297464,0,0,0,0,0,0,0,0,1
2019,201901297469,0,0,0,0,0,1,0,0,2
2019,201901297475,0,0,0,0,0,1,0,0,2
2019,201901297500,0,0,0,0,0,1,0,0,1
2019,201901297511,0,0,0,0,0,0,0,0,1
2019,201901297517,0,0,0,0,0,0,0,0,1
2019,201901297518,0,0,0,0,0,1,0,1,2
2019,201901297522,0,0,0,0,0,0,0,0,1
2019,201901297524,0,0,0,0,0,0,0,1,1
2019,201901297544,0,0,0,0,0,1,0,0,2
2019,201901297572,0,0,0,0,0,1,0,0,2
2019,201901297584,0,0,0,0,0,1,0,0,1
2019,201901297593,0,0,1,0,0,1,0,0,2
2019,201901297595,0,0,1,0,0,1,0,1,2
2019,201901297607,0,0,0,0,0,0,0,0,2
2019,201901297613,0,0,0,0,0,0,0,1,2
2019,201901297615,0,1,0,0,0,0,0,0,2
2019,201901297630,0,0,0,0,0,1,0,0,1
2019,201901297720,0,0,0,0,0,1,0,0,2
2019,201901297759,0,0,0,0,0,1,0,1,1
2019,201901297930,0,0,0,0,0,1,0,1,2
2019,201901297949,0,0,0,0,0,1,0,0,2
2019,201901298058,0,0,0,0,0,1,0,0,2
2019,201901298097,1,0,0,0,0,1,0,1,2
2019,201901298197,0,0,0,0,0,1,0,0,2
2019,201901298219,0,0,0,0,0,1,0,0,2
2019,201901298278,0,0,0,0,0,1,0,0,2
2019,201901298340,0,0,0,0,0,0,0,0,2
2019,201901298382,0,0,0,0,0,1,0,0,2
2019,201901298418,0,0,0,0,0,1,0,0,2
2019,201901298435,0,0,0,0,0,1,0,0,2
2019,201901298441,0,0,0,0,0,1,0,0,2
2019,201901298460,0,0,0,0,0,1,0,1,2
2019,201901298517,0,0,0,0,0,1,0,1,2
2019,201901298553,0,0,0,0,0,1,0,0,2
2019,201901298562,0,0,0,0,0,1,0,1,2
2019,201901298606,0,0,0,0,0,1,0,1,2
2019,201901298701,0,0,0,0,0,1,0,0,2
2019,201901298791,0,0,0,0,0,1,0,1,2
2019,201901298850,0,0,0,0,0,1,0,0,2
2019,201901299051,0,0,0,0,0,1,0,0,2
2019,201901299344,0,0,0,0,0,1,0,0,2
2019,201901299355,0,0,0,0,0,1,0,0,2
2019,201901299386,0,0,0,0,0,1,0,0,2
2019,201901299396,0,0,0,0,0,1,0,0,2
2019,201901299427,0,0,0,0,0,0,0,1,2
2019,201901299430,0,0,0,0,0,0,0,0,2
2019,201901299435,0,0,0,0,0,0,0,0,2
2019,201901299437,0,0,0,0,0,1,0,0,1
2019,201901299474,0,0,0,0,0,1,0,1,2
2019,201901299502,0,0,0,0,0,1,0,0,2
2019,201901299514,0,0,0,0,0,1,0,0,2
2019,201901299522,0,0,0,0,0,1,0,1,2
2019,201901299572,0,0,0,0,0,1,0,0,2
2019,201901299589,0,0,0,0,0,1,0,0,2
2019,201901299602,0,0,0,0,0,1,0,0,2
2019,201901299621,0,0,0,0,0,1,0,0,2
2019,201901299638,0,1,0,0,0,1,0,0,2
2019,201901299648,0,0,0,0,0,1,0,0,2
2019,201901299672,0,0,0,0,0,1,0,0,2
2019,201901299677,0,0,0,0,0,0,0,0,2
2019,201901299689,0,0,0,0,0,0,0,1,2
2019,201901299690,0,0,0,0,0,0,0,1,2
2019,201901299760,0,0,0,0,0,1,0,0,2
2019,201901299780,0,0,0,0,0,1,1,0,2
2019,201901299802,0,0,0,0,0,1,0,0,2
2019,201901299872,0,0,0,0,0,1,0,0,2
2019,201901299880,0,0,0,0,0,1,0,0,2
2019,201901299886,0,0,0,0,0,1,0,0,2
2019,201901299904,0,0,0,0,0,1,0,0,2
2019,201901299918,0,0,0,0,0,1,0,0,1
2019,201901299928,0,0,1,0,0,1,0,1,2
2019,201901299980,0,0,0,0,0,1,0,1,2
2019,201901299986,0,0,0,0,0,1,0,0,2
2019,201901300007,0,0,0,0,0,1,0,1,2
2019,201901300008,0,0,0,0,0,1,0,0,2
2019,201901300040,0,0,0,0,0,1,0,1,2
2019,201901300105,0,0,0,0,0,1,0,0,1
2019,201901300131,0,0,0,0,0,1,0,0,1
2019,201901300137,0,0,0,0,0,1,0,0,1
2019,201901300162,0,0,0,0,0,1,0,0,1
2019,201901300164,0,0,0,0,0,1,0,0,1
2019,201901300173,0,0,0,0,0,1,0,0,1
2019,201901300176,0,0,0,0,0,1,0,0,1
2019,201901300183,0,0,0,0,0,1,0,0,1
2019,201901300190,0,0,0,0,0,1,0,0,1
2019,201901300193,0,0,0,0,0,1,0,0,1
2019,201901300195,0,0,0,0,0,1,0,0,1
2019,201901300218,0,0,0,0,0,1,0,0,1
2019,201901300245,0,0,0,0,0,1,0,0,1
2019,201901300250,0,0,1,0,0,0,0,0,2
2019,201901300280,0,0,0,0,0,0,0,0,2
2019,201901300306,0,0,0,0,0,1,0,0,1
2019,201901300309,0,0,0,0,0,1,0,0,1
2019,201901300325,0,0,0,0,0,1,0,0,1
2019,201901300387,0,0,1,0,0,1,0,0,2
2019,201901300391,0,0,0,0,0,1,0,0,2
2019,201901300402,0,0,0,0,0,1,0,1,2
2019,201901300417,0,0,0,0,0,1,0,0,2
2019,201901300431,0,0,1,0,0,1,0,0,2
2019,201901300459,0,0,0,0,0,1,0,0,1
2019,201901300473,0,0,1,0,0,1,0,0,2
2019,201901300474,0,0,0,0,0,1,1,0,1
2019,201901300479,0,0,1,0,0,1,0,1,2
2019,201901300484,0,0,0,0,0,1,0,0,2
2019,201901300486,0,0,0,0,0,1,0,0,1
2019,201901300499,0,0,1,0,0,1,0,0,2
2019,201901300500,0,0,0,0,0,1,0,0,2
2019,201901300529,0,0,0,0,0,1,0,1,2
2019,201901300573,0,0,0,0,0,1,0,1,2
2019,201901300578,0,0,0,0,0,1,0,0,2
2019,201901300580,0,0,0,0,0,1,0,1,2
2019,201901300581,0,0,0,0,0,1,0,0,2
2019,201901300620,0,0,1,0,0,1,0,1,2
2019,201901300631,0,0,0,0,0,1,0,0,2
2019,201901300641,0,0,0,0,0,1,0,0,1
2019,201901300643,0,0,0,0,0,1,0,1,1
2019,201901300653,0,0,0,0,0,1,0,0,1
2019,201901300679,0,0,0,0,0,1,0,0,2
2019,201901300682,0,0,0,0,0,1,0,0,2
2019,201901300694,0,0,0,0,0,1,0,1,1
2019,201901301124,0,1,0,0,0,1,0,0,2
2019,201901301571,0,0,0,0,0,1,0,0,2
2019,201901301620,0,0,0,0,0,1,0,1,2
2019,201901301623,0,0,0,0,0,1,0,0,2
2019,201901301625,0,0,0,0,0,1,0,0,2
2019,201901301638,0,0,0,0,0,1,0,0,2
2019,201901301652,0,0,1,0,0,1,0,1,2
2019,201901301660,0,0,1,0,0,1,0,1,2
2019,201901301662,0,0,0,0,0,1,0,1,2
2019,201901301664,0,0,0,0,0,1,0,0,2
